Date,Close (BNB),Close (BTC),Close (USDT),Close (ETH)
07-04-19,19.110271,5198.896973,1.004601,174.531647
08-04-19,18.113703,5289.770996,1.008983,180.25882
09-04-19,18.435053,5204.958496,1.007853,176.114578
10-04-19,18.248579,5324.551758,1.003762,177.337479
11-04-19,17.70048,5064.487793,1.005609,165.497025
12-04-19,18.434271,5089.539063,1.007195,164.736328
13-04-19,18.719797,5096.586426,1.006739,164.513351
14-04-19,19.49202,5167.722168,1.005378,167.838516
15-04-19,19.402426,5067.108398,1.00121,161.574173
16-04-19,19.827456,5235.55957,1.010522,167.623444
17-04-19,19.60335,5251.937988,1.006307,166.95076
18-04-19,22.038479,5298.385742,1.004995,173.814026
19-04-19,24.475281,5303.8125,1.005918,173.708435
20-04-19,25.007528,5337.88623,1.005203,173.751266
21-04-19,24.193829,5314.53125,1.006657,170.046524
22-04-19,23.90811,5399.365234,1.006089,171.874664
23-04-19,22.876261,5572.362305,1.008323,171.4478
24-04-19,23.129068,5464.866699,1.005564,165.826096
25-04-19,22.243107,5210.515625,0.992808,154.459396
26-04-19,22.869429,5279.348145,0.991103,156.347092
27-04-19,22.341587,5268.291016,0.994751,158.434937
28-04-19,22.89934,5285.13916,0.993873,157.295074
29-04-19,21.705067,5247.352539,1.00037,155.201996
30-04-19,22.127836,5350.726563,1.006049,162.166031
01-05-19,21.953621,5402.697266,1.00215,160.818344
02-05-19,23.59193,5505.283691,1.001149,162.122787
03-05-19,23.749628,5768.289551,1.001222,167.952408
04-05-19,22.884832,5831.16748,1.000478,164.026581
05-05-19,23.019953,5795.708496,1.002276,163.450699
06-05-19,22.206635,5746.807129,0.999546,172.653214
07-05-19,20.86418,5829.501465,0.998015,169.79866
08-05-19,20.752676,5982.45752,1.001374,170.948166
09-05-19,18.828356,6174.528809,0.999281,170.289307
10-05-19,19.598108,6378.849121,1.001102,173.142746
11-05-19,21.049442,7204.771484,1.000759,194.304337
12-05-19,20.830297,6972.371582,0.995634,187.325317
13-05-19,23.811028,7814.915039,1.005109,196.846283
14-05-19,23.626419,7994.416016,1.000001,217.148575
15-05-19,26.894939,8205.167969,1.002776,247.153061
16-05-19,26.325806,7884.90918,0.99904,264.01001
17-05-19,25.682571,7343.895508,0.996773,243.764587
18-05-19,28.396793,7271.208008,0.99664,234.59523
19-05-19,29.412844,8197.689453,1.01061,261.292206
20-05-19,29.305387,7978.309082,1.003848,251.86441
21-05-19,32.007378,7963.327637,1.005497,255.215881
22-05-19,31.422043,7680.066406,1.001399,244.698914
23-05-19,31.515736,7881.84668,1.004428,245.965668
24-05-19,33.841393,7987.371582,1.003004,249.484985
25-05-19,35.053101,8052.543945,1.003458,251.759872
26-05-19,34.104851,8673.21582,1.009858,267.069641
27-05-19,33.680679,8805.77832,1.004945,272.86264
28-05-19,33.360947,8719.961914,1.00001,271.768707
29-05-19,33.744354,8659.487305,1.001285,269.455688
30-05-19,32.291065,8319.472656,1.001971,255.858948
31-05-19,32.748165,8574.501953,1.003473,268.113556
01-06-19,33.013649,8564.016602,1.003931,265.391266
02-06-19,33.174049,8742.958008,1.002115,270.225525
03-06-19,31.391956,8208.995117,0.999562,252.607925
04-06-19,29.380625,7707.770996,0.995063,241.338791
05-06-19,31.006264,7824.231445,1.005081,247.05101
06-06-19,31.480104,7822.023438,1.00367,249.474335
07-06-19,31.587482,8043.951172,1.00665,250.930359
08-06-19,32.066322,7954.12793,1.004727,245.738098
09-06-19,30.558287,7688.077148,1.002971,233.0867
10-06-19,32.064728,8000.32959,1.005629,247.520126
11-06-19,32.262657,7927.714355,1.005074,245.78183
12-06-19,34.686386,8145.857422,1.002928,260.90329
13-06-19,35.143143,8230.923828,1.001899,256.168793
14-06-19,33.076382,8693.833008,1.006155,264.087463
15-06-19,32.825863,8838.375,1.00556,269.019318
16-06-19,32.402725,8994.488281,1.002959,269.223206
17-06-19,33.917877,9320.352539,1.004986,274.351105
18-06-19,34.339508,9081.762695,0.999952,265.051849
19-06-19,35.287197,9273.521484,1.002128,269.431793
20-06-19,36.726063,9527.160156,1.000227,271.695007
21-06-19,38.815918,10144.55664,1.002799,294.910278
22-06-19,37.799755,10701.69141,0.995817,309.38031
23-06-19,37.134727,10855.37109,0.996691,307.827789
24-06-19,37.43364,11011.10254,0.997842,310.424683
25-06-19,36.008289,11790.91699,0.999333,318.126312
26-06-19,35.698311,13016.23145,0.991819,336.753174
27-06-19,33.823589,11182.80664,0.985739,294.267639
28-06-19,34.54974,12407.33203,1.000664,311.226105
29-06-19,35.360107,11959.37109,0.998604,320.058899
30-06-19,32.442482,10817.15527,0.992487,290.695984
01-07-19,32.922298,10583.13477,0.996052,293.641113
02-07-19,32.009235,10801.67773,1.00288,291.596436
03-07-19,32.6675,11961.26953,1.005015,303.099976
04-07-19,32.893326,11215.4375,0.999929,284.523224
05-07-19,32.713165,10978.45996,1.001669,287.997528
06-07-19,32.530941,11208.55078,0.99741,287.547119
07-07-19,33.241062,11450.84668,1.00245,305.700562
08-07-19,33.469681,12285.95801,1.004626,313.251404
09-07-19,32.707649,12573.8125,1.00222,308.881012
10-07-19,31.477377,12156.5127,0.999782,290.002319
11-07-19,29.641972,11358.66211,0.996514,268.704041
12-07-19,31.69433,11815.98633,1.006676,276.276703
13-07-19,31.506933,11392.37891,0.998694,269.458801
14-07-19,28.924282,10256.05859,0.999995,227.578064
15-07-19,28.393448,10895.08984,1.008286,229.776001
16-07-19,25.525009,9477.641602,0.995924,199.188675
17-07-19,27.219601,9693.802734,1.006266,211.48497
18-07-19,28.922812,10666.48242,1.008852,226.566162
19-07-19,29.078394,10530.73242,1.002974,221.33342
20-07-19,30.872244,10767.13965,1.005038,229.119217
21-07-19,30.519543,10599.10547,1.000783,225.630768
22-07-19,30.634586,10343.10645,1.000396,217.560013
23-07-19,29.585196,9900.767578,0.997631,212.728516
24-07-19,29.163717,9811.925781,1.003048,217.046371
25-07-19,29.002432,9911.841797,1.003127,219.617996
26-07-19,28.979189,9870.303711,1.003877,219.629608
27-07-19,27.885626,9477.677734,0.998904,207.40831
28-07-19,27.835171,9552.860352,1.002236,211.186554
29-07-19,27.203272,9519.145508,1.000521,211.268051
30-07-19,26.942305,9607.423828,1.003176,210.522598
31-07-19,27.644558,10085.62793,1.00375,218.654144
01-08-19,28.773273,10399.66895,1.006068,217.808441
02-08-19,28.038483,10518.17481,1.001748,217.871567
03-08-19,27.88986,10821.72656,1.004277,222.490341
04-08-19,27.556162,10970.18457,1.005068,222.669724
05-08-19,28.011879,11805.65332,1.009972,234.215027
06-08-19,27.638088,11478.16895,0.998211,226.020645
07-08-19,29.354368,11941.96875,1.001961,226.391006
08-08-19,30.832846,11966.40723,0.997454,220.941864
09-08-19,29.961473,11862.93652,0.998742,210.488907
10-08-19,29.681858,11354.02441,0.999664,206.733536
11-08-19,30.057255,11523.5791,0.99765,216.092865
12-08-19,30.166882,11382.61621,0.998427,211.288071
13-08-19,29.466278,10895.83008,0.996607,208.709045
14-08-19,27.105581,10051.7041,0.993267,186.607742
15-08-19,28.043447,10311.5459,1.002768,188.50206
16-08-19,27.644571,10374.33887,1.002429,185.440079
17-08-19,27.480522,10231.74414,1.000918,185.687683
18-08-19,27.932446,10345.81055,1.003422,194.49353
19-08-19,28.809004,10916.05371,1.004276,203.091934
20-08-19,28.16749,10763.23242,1.000555,196.565414
21-08-19,26.993715,10138.04981,0.994472,186.891632
22-08-19,27.089191,10131.05566,1.00298,191.332916
23-08-19,27.17053,10407.96484,1.003907,194.706207
24-08-19,26.495663,10159.96094,1.002637,191.289566
25-08-19,26.131847,10138.51758,0.999559,186.842392
26-08-19,26.10833,10370.82031,1.001347,188.929382
27-08-19,25.688978,10185.5,0.999137,187.516663
28-08-19,23.702868,9754.422852,0.996918,173.889969
29-08-19,21.889606,9510.200195,1.002594,169.516739
30-08-19,22.218857,9598.173828,1.00209,168.834869
31-08-19,21.265915,9630.664063,1.003744,172.469788
01-09-19,21.56867,9757.970703,1.004573,171.629425
02-09-19,22.767134,10346.76074,1.003085,178.347351
03-09-19,22.51454,10623.54004,1.002552,179.499329
04-09-19,21.796309,10594.49316,1.002481,175.992889
05-09-19,22.761099,10575.5332,1.001045,174.217133
06-09-19,22.153149,10353.30273,1.0034,169.956177
07-09-19,22.548977,10517.25488,1.005914,178.262619
08-09-19,22.561689,10441.27637,1.005253,181.35553
09-09-19,22.28739,10334.97461,1.002489,181.14946
10-09-19,21.911144,10115.97559,0.999806,179.78717
11-09-19,20.899321,10178.37207,1.002407,178.725494
12-09-19,20.922277,10410.12695,1.002317,181.016098
13-09-19,20.887466,10360.54688,1.001374,181.109726
14-09-19,21.071585,10358.04883,1.002235,188.105515
15-09-19,20.59894,10347.71289,1.003904,189.789124
16-09-19,20.398512,10276.79395,1.001626,197.113174
17-09-19,21.005367,10241.27246,1.004886,208.608749
18-09-19,22.255444,10198.24805,1.004889,211.393036
19-09-19,21.614601,10266.41504,1.002989,221.280853
20-09-19,21.371471,10181.6416,1.000951,218.050049
21-09-19,21.08218,10019.7168,1.002354,215.516205
22-09-19,20.525558,10070.39258,1.002634,211.54538
23-09-19,19.485477,9729.324219,1.002548,201.92131
24-09-19,16.06769,8620.566406,1.007158,168.110733
25-09-19,16.258373,8486.993164,1.006749,170.8927
26-09-19,15.459808,8118.967773,1.004431,166.727127
27-09-19,15.790263,8251.845703,1.010344,174.710999
28-09-19,15.851419,8245.915039,1.004628,174.572891
29-09-19,15.3051,8104.185547,1.005677,170.503479
30-09-19,15.862675,8293.868164,1.004109,179.872208
01-10-19,15.903211,8343.276367,1.006396,177.340424
02-10-19,15.950048,8393.041992,1.004245,180.71051
03-10-19,15.72676,8259.992188,1.004948,175.199341
04-10-19,15.755114,8205.939453,1.008841,176.985001
05-10-19,15.72358,8151.500488,1.001932,176.351517
06-10-19,15.34898,7988.155762,1.012087,173.059143
07-10-19,16.134346,8245.623047,1.008524,181.18634
08-10-19,16.108192,8228.783203,1.00612,182.021561
09-10-19,17.80658,8595.740234,1.005719,193.293259
10-10-19,17.571154,8586.473633,1.003237,191.659668
11-10-19,16.709532,8321.756836,1.012352,182.569687
12-10-19,17.277906,8336.555664,1.004475,180.826645
13-10-19,18.308025,8321.005859,1.004942,182.07515
14-10-19,18.459478,8374.686523,1.004195,186.960907
15-10-19,18.544653,8205.369141,1.00405,181.406067
16-10-19,17.84005,8047.526855,1.006127,176.013504
17-10-19,18.570269,8103.911133,1.004207,178.028351
18-10-19,18.254192,7973.20752,1.002739,173.621338
19-10-19,18.288546,7988.560547,1.006851,172.913025
20-10-19,18.437923,8222.078125,1.002886,175.534378
21-10-19,18.30555,8243.720703,1.004178,174.92099
22-10-19,18.195602,8078.203125,1.00449,172.300858
23-10-19,16.711174,7514.671875,1.002449,162.402786
24-10-19,16.891573,7493.48877,1.007428,162.168549
25-10-19,18.616058,8660.700195,1.002172,181.523209
26-10-19,18.889704,9244.972656,1.001595,179.83548
27-10-19,19.345646,9551.714844,1.004242,184.242218
28-10-19,19.75832,9256.148438,1.002855,182.662811
29-10-19,20.477106,9427.6875,1.002135,190.342575
30-10-19,20.08695,9205.726563,1.005853,184.692169
31-10-19,20.000233,9199.584961,1.006419,183.966919
01-11-19,20.021502,9261.104492,1.004101,183.969894
02-11-19,20.266994,9324.717773,1.004758,183.92572
03-11-19,20.206045,9235.354492,1.004447,182.425018
04-11-19,20.737982,9412.612305,1.004343,186.355194
05-11-19,20.724674,9342.527344,1.004743,189.304169
06-11-19,20.817923,9360.879883,1.003033,191.593842
07-11-19,20.646936,9267.561523,1.005732,187.976547
08-11-19,19.690773,8804.880859,1.002498,184.211472
09-11-19,19.735447,8813.582031,1.000189,185.028717
10-11-19,20.481758,9055.526367,1.002694,189.47728
11-11-19,20.133141,8757.788086,1.002438,185.489639
12-11-19,20.857447,8815.662109,1.001398,186.843414
13-11-19,21.250431,8808.262695,1.003175,188.258743
14-11-19,21.2647,8708.094727,1.005582,185.999634
15-11-19,20.316225,8491.992188,1.001369,180.521179
16-11-19,20.282654,8550.760742,1.006746,183.348358
17-11-19,20.260794,8577.975586,1.008471,185.119232
18-11-19,19.31687,8309.286133,1.012008,180.559601
19-11-19,18.703299,8206.145508,1.008968,177.455551
20-11-19,18.172274,8027.268066,1.00544,175.698349
21-11-19,16.840218,7642.75,1.000411,161.462723
22-11-19,15.581703,7296.577637,1.003045,150.268173
23-11-19,16.4195,7397.796875,1.01313,153.417786
24-11-19,15.278765,7047.916992,1.017519,142.834702
25-11-19,15.267364,7146.133789,1.003114,146.476532
26-11-19,15.527255,7218.371094,1.009773,148.965073
27-11-19,16.098288,7531.663574,1.005027,153.010559
28-11-19,15.683207,7463.105957,1.00408,151.717575
29-11-19,16.273304,7761.243652,1.004521,155.304153
30-11-19,15.715951,7569.629883,1.001703,152.539688
01-12-19,15.496336,7424.29248,1.002481,151.18573
02-12-19,15.191858,7321.988281,1.001681,149.059158
03-12-19,15.309556,7320.145508,1.003135,147.956421
04-12-19,15.279978,7252.034668,1.007939,146.747742
05-12-19,15.762839,7448.307617,1.010072,149.248993
06-12-19,15.711299,7546.996582,1.003428,149.194443
07-12-19,15.667086,7556.237793,1.007412,148.768158
08-12-19,15.674523,7564.345215,1.006376,151.264725
09-12-19,15.448539,7400.899414,1.004253,148.225174
10-12-19,14.95887,7278.119629,1.005855,146.267044
11-12-19,14.824551,7217.427246,1.011923,143.608002
12-12-19,14.818167,7243.134277,1.005837,145.604004
13-12-19,14.878744,7269.68457,1.001751,144.944748
14-12-19,14.505015,7124.673828,1.006088,142.869232
15-12-19,14.490446,7152.301758,1.004616,143.11499
16-12-19,13.558786,6932.480469,1.003986,133.614029
17-12-19,12.386941,6640.515137,0.993339,122.603889
18-12-19,13.53526,7276.802734,1.006128,133.092194
19-12-19,13.445779,7202.844238,1.008569,129.321136
20-12-19,13.570779,7218.816406,1.005842,129.066055
21-12-19,13.380659,7191.158691,1.005758,128.130951
22-12-19,13.835881,7511.588867,1.003887,132.372513
23-12-19,13.369034,7355.628418,1.012136,128.61409
24-12-19,13.444571,7322.532227,1.008587,129.063889
25-12-19,13.174839,7275.155762,1.004661,126.454636
26-12-19,13.208636,7238.966797,1.003988,126.361221
27-12-19,13.36272,7290.088379,1.005803,127.214607
28-12-19,13.705417,7317.990234,1.000307,128.322708
29-12-19,14.150045,7422.652832,1.00421,134.75798
30-12-19,13.947442,7292.995117,1.006175,132.633484
31-12-19,13.727642,7193.599121,0.999679,129.610855
01-01-20,13.689083,7200.174316,0.999836,130.802002
02-01-20,13.027011,6985.470215,1.001565,127.410179
03-01-20,13.660452,7344.884277,1.004192,134.171707
04-01-20,13.891512,7410.656738,1.007472,135.069366
05-01-20,14.111019,7411.317383,1.006197,136.276779
06-01-20,14.957808,7769.219238,1.002903,144.304153
07-01-20,15.00925,8163.692383,1.001723,143.543991
08-01-20,14.602934,8079.862793,1.004253,141.258133
09-01-20,14.498314,7879.071289,1.006573,138.979202
10-01-20,15.025826,8166.554199,1.001462,143.963776
11-01-20,14.946328,8037.537598,1.000091,142.927109
12-01-20,15.322083,8192.494141,1.002478,145.873932
13-01-20,15.227272,8144.194336,1.003347,144.226593
14-01-20,16.626122,8827.764648,1.001821,165.955353
15-01-20,17.654812,8807.010742,0.999656,166.230682
16-01-20,17.076946,8723.786133,0.999231,164.391006
17-01-20,18.135199,8929.038086,1.002879,170.779953
18-01-20,17.823919,8942.808594,1.002741,175.365677
19-01-20,17.369253,8706.245117,0.998535,166.969849
20-01-20,17.325275,8657.642578,1.000688,167.120514
21-01-20,18.127666,8745.894531,1.001418,169.697159
22-01-20,17.798361,8680.875977,1.000595,168.294159
23-01-20,17.021404,8406.515625,0.998409,162.928558
24-01-20,17.047409,8445.43457,1.00297,163.051178
25-01-20,16.976107,8367.847656,1.002113,161.283936
26-01-20,17.438633,8596.830078,1.000504,168.077103
27-01-20,17.691341,8909.819336,1.0019,170.930893
28-01-20,18.115135,9358.589844,1.00076,176.370316
29-01-20,17.912777,9316.629883,1.002296,175.050339
30-01-20,18.590408,9508.993164,1.001452,184.690475
31-01-20,18.210979,9350.529297,1.000648,180.160172
01-02-20,18.218321,9392.875,1.001216,183.67395
02-02-20,18.448185,9344.365234,1.000544,188.617538
03-02-20,18.462755,9293.521484,0.998913,189.865067
04-02-20,18.177366,9180.962891,1.001745,189.250595
05-02-20,19.21505,9613.423828,1.002838,204.23024
06-02-20,20.595263,9729.801758,0.997216,212.339081
07-02-20,22.062258,9795.943359,0.997751,222.726059
08-02-20,21.782419,9865.119141,0.999534,223.146515
09-02-20,24.308561,10116.67383,1.001473,228.578568
10-02-20,25.218315,9856.611328,1.00064,223.522705
11-02-20,25.637403,10208.23633,0.998423,235.851196
12-02-20,26.466763,10326.05469,1.002559,265.406128
13-02-20,25.4401,10214.37988,0.998579,268.099243
14-02-20,26.296959,10312.11621,1.000114,284.217499
15-02-20,24.149651,9889.424805,0.999128,264.728577
16-02-20,23.466389,9934.433594,0.999272,259.894714
17-02-20,23.551378,9690.142578,0.998474,266.363434
18-02-20,24.058178,10141.99609,1.000759,281.94458
19-02-20,22.333511,9633.386719,1.001324,259.763977
20-02-20,22.229147,9608.475586,1.002594,257.949463
21-02-20,22.184877,9686.441406,1.003138,265.600616
22-02-20,21.968481,9663.181641,1.001829,262.331726
23-02-20,22.828871,9924.515625,0.998017,273.75415
24-02-20,22.044127,9650.174805,0.9988,265.216431
25-02-20,20.34247,9341.705078,1.001454,247.817596
26-02-20,18.799131,8820.522461,1.002742,225.680267
27-02-20,19.122568,8784.494141,0.998413,226.753387
28-02-20,18.854837,8672.455078,0.997089,226.760498
29-02-20,19.584091,8599.508789,1.006368,219.848511
01-03-20,18.963232,8562.454102,1.000498,218.970596
02-03-20,19.814064,8869.669922,0.995,230.569778
03-03-20,19.63719,8787.786133,1.002497,224.47963
04-03-20,19.959188,8755.246094,1.000622,224.517975
05-03-20,20.802031,9078.762695,1.002522,229.268188
06-03-20,21.288389,9122.545898,0.99843,243.525299
07-03-20,20.179567,8909.954102,1.000182,237.853088
08-03-20,16.974066,8108.116211,1.009775,200.689056
09-03-20,16.570744,7923.644531,0.999048,201.986328
10-03-20,16.875654,7909.729492,1.001721,200.767242
11-03-20,16.524834,7911.430176,0.998806,194.86853
12-03-20,9.600166,4970.788086,1.053585,112.347122
13-03-20,10.833057,5563.707031,0.999629,133.201813
14-03-20,10.140449,5200.366211,1.001621,123.306023
15-03-20,10.436018,5392.314941,1.001987,125.214302
16-03-20,9.38605,5014.47998,0.997004,110.605873
17-03-20,10.077175,5225.629395,0.976145,113.942749
18-03-20,10.119137,5238.438477,0.974248,114.84227
19-03-20,12.27964,6191.192871,1.003193,136.593857
20-03-20,11.875867,6198.77832,0.997556,132.737167
21-03-20,12.057991,6185.066406,1.00095,132.81871
22-03-20,11.158228,5830.254883,0.999032,123.321152
23-03-20,12.117715,6416.314941,0.996812,134.911606
24-03-20,12.40122,6734.803711,1.000473,138.761444
25-03-20,12.3243,6681.062988,0.998594,136.195892
26-03-20,13.217611,6716.44043,0.998483,138.361557
27-03-20,12.523257,6469.79834,1.013318,133.937943
28-03-20,12.193113,6242.193848,0.999704,130.986496
29-03-20,11.441221,5922.042969,1.001963,125.583733
30-03-20,12.286843,6429.841797,1.006534,132.904541
31-03-20,12.581606,6438.644531,1.003027,133.593567
01-04-20,12.741603,6606.776367,1.004746,135.634552
02-04-20,13.066639,6793.624512,1.000717,142.029144
03-04-20,13.373008,6733.387207,1.001712,142.091309
04-04-20,13.824528,6867.527344,1.004113,145.219391
05-04-20,13.734116,6791.129395,1.00285,143.546646
06-04-20,15.084521,7271.78125,0.992833,169.13588
07-04-20,14.681547,7176.414551,0.998629,165.101944
08-04-20,15.056076,7334.098633,0.999124,172.641739
09-04-20,15.062604,7302.089355,1.003465,170.807144
10-04-20,13.737724,6865.493164,1.000793,158.412445
11-04-20,13.804288,6859.083008,0.998116,158.216019
12-04-20,14.375111,6971.091797,1.008169,161.142426
13-04-20,15.034427,6845.037598,1.000327,156.279556
14-04-20,15.525076,6842.427734,0.996806,157.59639
15-04-20,14.593927,6642.109863,0.999529,153.286896
16-04-20,15.70273,7116.804199,1.002719,172.157379
17-04-20,15.735083,7096.18457,1.006742,171.63858
18-04-20,16.593172,7257.665039,1.000777,186.914001
19-04-20,16.139933,7189.424805,1.007704,181.61496
20-04-20,15.085403,6881.958496,1.004804,172.297165
21-04-20,15.205772,6880.323242,1.006456,172.737701
22-04-20,15.69316,7117.20752,1.000911,182.599579
23-04-20,16.006208,7429.724609,0.997692,185.028671
24-04-20,16.016418,7550.900879,1.007932,189.236938
25-04-20,16.305418,7569.936035,1.00468,195.515305
26-04-20,16.383768,7679.867188,1.000312,197.317535
27-04-20,16.463215,7795.601074,1.004091,197.224716
28-04-20,16.444286,7807.058594,1.007822,198.41539
29-04-20,17.493774,8801.038086,1.008123,216.968231
30-04-20,17.033976,8658.553711,1.005112,207.602051
01-05-20,17.564993,8864.766602,1.008137,214.219101
02-05-20,17.584904,8988.59668,1.003478,215.325378
03-05-20,17.126299,8897.46875,1.003508,210.933151
04-05-20,17.100756,8912.654297,1.006109,208.174011
05-05-20,16.919775,9003.070313,1.000856,206.774399
06-05-20,16.657045,9268.761719,1.017931,204.055786
07-05-20,17.013199,9951.518555,1.002895,212.289413
08-05-20,17.241476,9842.666016,1.003764,212.991577
09-05-20,16.935961,9593.896484,1.004818,211.600128
10-05-20,15.295669,8756.430664,1.001055,188.599564
11-05-20,15.097545,8601.795898,0.998364,185.912842
12-05-20,15.741054,8804.477539,1.000735,189.3125
13-05-20,16.138878,9269.987305,1.000232,199.193283
14-05-20,16.3578,9733.72168,0.99886,202.949097
15-05-20,15.754374,9328.197266,1.003972,195.622665
16-05-20,16.051781,9377.013672,1.000194,200.677124
17-05-20,16.314646,9670.739258,1.00159,207.158691
18-05-20,16.636265,9726.575195,1.001351,214.525055
19-05-20,17.154663,9729.038086,0.996019,213.451111
20-05-20,16.888025,9522.981445,0.998948,210.096741
21-05-20,16.122381,9081.761719,1.002001,199.883606
22-05-20,16.639593,9182.577148,1.002287,207.169189
23-05-20,16.588194,9209.287109,1.005538,208.694397
24-05-20,16.083439,8790.368164,1.001089,202.370346
25-05-20,16.400908,8906.93457,1.003199,205.319748
26-05-20,16.212547,8835.052734,0.998008,201.902313
27-05-20,16.493284,9181.017578,1.004554,208.863434
28-05-20,17.05934,9525.750977,1.001153,219.840424
29-05-20,17.04163,9439.124023,1.003355,220.675125
30-05-20,17.743418,9700.414063,1.000403,242.345596
31-05-20,17.040472,9461.058594,0.998033,230.975708
01-06-20,17.914942,10167.26856,1.001121,246.99176
02-06-20,17.239304,9529.803711,0.997524,237.219055
03-06-20,17.545404,9656.717773,1.000006,244.179321
04-06-20,17.565874,9800.636719,1.002509,244.426392
05-06-20,17.688786,9665.533203,1.003026,241.221985
06-06-20,17.535934,9653.679688,0.999303,241.93132
07-06-20,17.447035,9758.852539,1.003014,245.167252
08-06-20,17.39303,9771.489258,1.002137,246.309906
09-06-20,17.435377,9795.700195,1.003469,244.911453
10-06-20,17.410467,9870.094727,1.001436,247.444946
11-06-20,16.308926,9321.78125,1.000601,231.702667
12-06-20,16.66914,9480.84375,1.003115,237.49321
13-06-20,16.823734,9475.277344,1.002078,238.908844
14-06-20,16.656242,9386.788086,1.005447,234.1147
15-06-20,16.384802,9450.702148,1.002178,229.928909
16-06-20,16.421957,9538.024414,1.000333,234.416168
17-06-20,16.402542,9480.254883,1.000372,233.028275
18-06-20,16.20859,9411.84082,1.002018,232.101166
19-06-20,15.907086,9288.018555,0.993829,227.13829
20-06-20,16.04756,9332.34082,0.998884,229.274261
21-06-20,16.001226,9303.629883,1.001363,228.989822
22-06-20,16.475288,9648.717773,0.997925,242.533188
23-06-20,16.422567,9629.658203,1.003038,244.142151
24-06-20,16.026758,9313.610352,1.000303,235.772461
25-06-20,15.922709,9264.813477,1.000102,232.944489
26-06-20,15.749224,9162.917969,0.998956,229.668045
27-06-20,15.185254,9045.390625,1.004031,222.959793
28-06-20,15.420089,9143.582031,1.002515,225.347168
29-06-20,15.505232,9190.854492,1.001984,228.19487
30-06-20,15.413582,9137.993164,0.999904,226.315002
01-07-20,15.82946,9228.325195,1.001561,231.113419
02-07-20,15.53849,9123.410156,1.015718,229.392197
03-07-20,15.291962,9087.303711,0.999521,225.38707
04-07-20,15.552981,9132.488281,1.001078,229.074112
05-07-20,15.480226,9073.942383,0.998899,227.664597
06-07-20,16.29677,9375.474609,1.000236,241.510223
07-07-20,16.770226,9252.277344,0.999207,239.075531
08-07-20,17.227657,9428.333008,0.99986,246.670013
09-07-20,16.884869,9277.967773,1.003075,243.015961
10-07-20,17.261251,9278.807617,0.999986,240.984985
11-07-20,17.622179,9240.34668,1.001052,239.458176
12-07-20,18.236546,9276.5,0.998634,242.131699
13-07-20,18.409563,9243.614258,0.999552,239.604584
14-07-20,18.082909,9243.213867,0.999046,240.211487
15-07-20,17.591215,9192.836914,0.999444,238.423523
16-07-20,17.143843,9132.227539,0.99998,233.640884
17-07-20,17.084974,9151.392578,0.999616,232.773087
18-07-20,17.126711,9159.040039,0.998795,235.48381
19-07-20,17.955778,9185.817383,0.998352,238.487518
20-07-20,17.484709,9164.231445,1.000602,236.153168
21-07-20,17.715408,9374.887695,0.998894,245.016724
22-07-20,18.091908,9525.363281,1.000877,262.190643
23-07-20,18.673296,9581.072266,0.998186,274.689056
24-07-20,19.152901,9536.892578,0.998993,279.215424
25-07-20,19.776423,9677.113281,0.998062,304.056763
26-07-20,19.521025,9905.166992,0.998871,309.643616
27-07-20,19.620329,10990.87305,1.001097,321.514099
28-07-20,20.173548,10912.82324,1.000854,316.657257
29-07-20,19.89559,11100.46777,1.00254,318.190887
30-07-20,20.012735,11111.21387,1.001863,334.586639
31-07-20,20.668146,11323.4668,1.000141,345.554657
01-08-20,21.530432,11759.59277,0.997013,385.199707
02-08-20,20.944887,11053.61426,0.997851,370.671722
03-08-20,22.055012,11246.34863,1.001414,386.295166
04-08-20,22.282585,11205.89258,1.000399,389.875488
05-08-20,23.336218,11747.02246,1.003089,401.590576
06-08-20,22.707661,11779.77344,1.000175,394.961945
07-08-20,22.311546,11601.47266,1.002846,379.512848
08-08-20,22.878119,11754.0459,1.000164,393.987366
09-08-20,22.475536,11675.73926,1.00317,391.120453
10-08-20,22.613796,11878.11133,1.001059,395.887573
11-08-20,21.256945,11410.52539,1.003691,380.384064
12-08-20,21.75145,11584.93457,1.013791,391.02417
13-08-20,22.075544,11784.1377,1.02021,428.741791
14-08-20,23.069792,11768.87109,1.001024,437.397827
15-08-20,23.021751,11865.69824,1.001032,433.354919
16-08-20,23.497103,11892.80371,1.001881,433.786621
17-08-20,23.510103,12254.40234,1.000111,429.53125
18-08-20,23.067181,11991.2334,1.00272,423.669312
19-08-20,22.310396,11758.2832,1.002408,406.463776
20-08-20,23.092575,11878.37207,1.000409,416.439789
21-08-20,22.128994,11592.48926,1.004549,389.126343
22-08-20,22.23982,11681.8252,1.000956,395.835144
23-08-20,21.870842,11664.84766,1.002345,391.384491
24-08-20,22.605852,11774.5957,1.001976,408.144196
25-08-20,21.475367,11366.13477,1.002365,384.001038
26-08-20,22.277306,11488.36328,1.001853,386.466125
27-08-20,23.080753,11323.39746,1.002206,382.632629
28-08-20,23.133812,11542.5,1.002036,395.874664
29-08-20,23.011272,11506.86523,1.002824,399.921478
30-08-20,23.644915,11711.50586,1.001173,428.395721
31-08-20,23.19305,11680.82031,1.003191,435.079742
01-09-20,24.822096,11970.47852,1.003957,477.05191
02-09-20,24.690363,11414.03418,1.001828,440.040497
03-09-20,20.619886,10245.29688,1.005495,385.671936
04-09-20,21.056107,10511.81348,1.003686,388.24115
